City	Cloudiness	Country	Date	Humidity	Lat	Lng	Max Temp	Wind Speed	Date (Readable)
chermoz	48	RU	1556695744	56	58.79	56.15	4.63	4.17	01 May 2019 00:29:04 Pacific Daylight Time
shorewood	90	US	1556695715	86	43.09	-87.89	6.11	5.1	01 May 2019 00:28:35 Pacific Daylight Time
fairbanks	1	US	1556695384	35	64.84	-147.72	13	1.5	01 May 2019 00:23:04 Pacific Daylight Time
paducah	1	US	1556695505	73	37.08	-88.6	22	4.1	01 May 2019 00:25:05 Pacific Daylight Time
mikun	100	RU	1556695745	68	62.35	50.08	5.13	5.47	01 May 2019 00:29:05 Pacific Daylight Time
jardim	100	BR	1556695746	95	-21.48	-56.15	21.83	0.18	01 May 2019 00:29:06 Pacific Daylight Time
mount gambier	29	AU	1556694000	45	-37.83	140.78	19	5.7	01 May 2019 00:00:00 Pacific Daylight Time
codrington	90	AU	1556695553	82	-28.95	153.24	21	4.1	01 May 2019 00:25:53 Pacific Daylight Time
sitka	17	US	1556694957	95	37.17	-99.65	7.78	4.49	01 May 2019 00:15:57 Pacific Daylight Time
ulaangom	89	MN	1556695747	17	49.98	92.07	17.93	4.91	01 May 2019 00:29:07 Pacific Daylight Time
zyryanka	95	RU	1556695747	83	65.73	150.89	-2.58	1.56	01 May 2019 00:29:07 Pacific Daylight Time
saint george	40	GR	1556695405	39	39.45	22.34	17.78	3.6	01 May 2019 00:23:25 Pacific Daylight Time
liverpool	90	GB	1556695455	87	53.41	-2.98	11.67	0.5	01 May 2019 00:24:15 Pacific Daylight Time
tazovskiy	82	RU	1556695748	91	67.47	78.7	-11.28	6	01 May 2019 00:29:08 Pacific Daylight Time
baherove	100	UA	1556695748	75	45.37	36.3	12.83	3.05	01 May 2019 00:29:08 Pacific Daylight Time
bethel	90	US	1556693760	76	60.79	-161.76	10	2.6	30 Apr 2019 23:56:00 Pacific Daylight Time
weiser	1	US	1556695560	35	44.25	-116.97	6	4.1	01 May 2019 00:26:00 Pacific Daylight Time
lwowek slaski	54	PL	1556695716	83	51.11	15.59	12.22	3.73	01 May 2019 00:28:36 Pacific Daylight Time
tomatlan	0	MX	1556695750	75	19.93	-105.25	23.83	3.02	01 May 2019 00:29:10 Pacific Daylight Time
serra talhada	34	BR	1556695750	94	-7.99	-38.29	21.23	1.84	01 May 2019 00:29:10 Pacific Daylight Time
seddon	0	NZ	1556695379	87	-41.67	174.07	7.78	1.32	01 May 2019 00:22:59 Pacific Daylight Time
itaituba	81	BR	1556695751	99	-4.26	-55.99	23.03	0.26	01 May 2019 00:29:11 Pacific Daylight Time
bilibino	88	RU	1556695752	96	68.06	166.44	0.03	0.6	01 May 2019 00:29:12 Pacific Daylight Time
diffa	89	NE	1556695752	12	13.32	12.61	30.23	3.47	01 May 2019 00:29:12 Pacific Daylight Time
nemuro	75	JP	1556694000	93	43.32	145.57	10	3.6	01 May 2019 00:00:00 Pacific Daylight Time
isla mujeres	5	MX	1556695382	83	21.23	-86.73	26	3.6	01 May 2019 00:23:02 Pacific Daylight Time
oistins	20	BB	1556690400	78	13.07	-59.53	27	9.8	30 Apr 2019 23:00:00 Pacific Daylight Time
takoradi	63	GH	1556695728	95	4.89	-1.75	24.73	0.72	01 May 2019 00:28:48 Pacific Daylight Time
riberalta	100	BO	1556695753	99	-11	-66.08	23.53	1.02	01 May 2019 00:29:13 Pacific Daylight Time
whitecourt	100	CA	1556695753	75	54.14	-115.68	-4.88	0.89	01 May 2019 00:29:13 Pacific Daylight Time
anadyr	75	RU	1556695388	91	64.73	177.51	0	11	01 May 2019 00:23:08 Pacific Daylight Time
hemnesberget	75	NO	1556693400	80	66.23	13.61	5	2.1	30 Apr 2019 23:50:00 Pacific Daylight Time
carmen	53	PH	1556695754	41	7.2	124.8	35.73	2.59	01 May 2019 00:29:14 Pacific Daylight Time
parfino	51	RU	1556695755	52	57.97	31.65	10.03	2.73	01 May 2019 00:29:15 Pacific Daylight Time
guerrero negro	0	MX	1556695755	86	27.97	-114.04	15.73	6.78	01 May 2019 00:29:15 Pacific Daylight Time
pangody	100	RU	1556695755	90	65.85	74.49	-4.28	7.99	01 May 2019 00:29:15 Pacific Daylight Time
henties bay	0	NA	1556694131	97	-22.12	14.28	13.89	1.79	01 May 2019 00:02:11 Pacific Daylight Time
nobres	92	BR	1556695756	81	-14.72	-56.34	23.93	0.18	01 May 2019 00:29:16 Pacific Daylight Time
maxixe	0	MZ	1556690400	65	-23.86	35.35	25	0.96	30 Apr 2019 23:00:00 Pacific Daylight Time
yulara	65	AU	1556694000	19	-25.24	130.99	24	4.1	01 May 2019 00:00:00 Pacific Daylight Time
neryungri	89	RU	1556695757	57	56.66	124.71	3.93	2.38	01 May 2019 00:29:17 Pacific Daylight Time
iberia	1	PE	1556695757	96	-11.41	-69.49	22.73	1.09	01 May 2019 00:29:17 Pacific Daylight Time
sauteurs	40	GD	1556694000	88	12.22	-61.63	26	6.7	01 May 2019 00:00:00 Pacific Daylight Time
hamilton	5	BM	1556693700	88	32.3	-64.78	18	0.5	30 Apr 2019 23:55:00 Pacific Daylight Time
nicoya	0	CR	1556690400	58	10.15	-85.45	28	1.5	30 Apr 2019 23:00:00 Pacific Daylight Time
bambous virieux	75	MU	1556695743	73	-20.34	57.76	26.11	7.7	01 May 2019 00:29:03 Pacific Daylight Time
vila velha	40	BR	1556695092	94	-3.71	-38.6	25	1	01 May 2019 00:18:12 Pacific Daylight Time
sabla	44	NG	1556695759	42	12.75	4.71	31.03	3.52	01 May 2019 00:29:19 Pacific Daylight Time
gorlice	59	PL	1556695570	84	49.66	21.16	12.22	3.13	01 May 2019 00:26:10 Pacific Daylight Time
nelson bay	0	AU	1556695234	69	-32.72	152.14	23	2.1	01 May 2019 00:20:34 Pacific Daylight Time
vao	0	EE	1556695760	46	59.1	26.19	9.13	2.03	01 May 2019 00:29:20 Pacific Daylight Time
birao	99	CF	1556695761	32	10.3	22.78	30.53	4.41	01 May 2019 00:29:21 Pacific Daylight Time
luderitz	0	NA	1556690400	87	-26.65	15.16	12	1	30 Apr 2019 23:00:00 Pacific Daylight Time
kodinar	28	IN	1556695761	19	20.79	70.7	36.33	5.51	01 May 2019 00:29:21 Pacific Daylight Time
gueret	0	FR	1556695720	71	46.17	1.87	12	1	01 May 2019 00:28:40 Pacific Daylight Time
west wendover	1	US	1556693760	48	40.74	-114.07	4	3.6	30 Apr 2019 23:56:00 Pacific Daylight Time
lerwick	75	GB	1556693400	100	60.15	-1.15	8	2.6	30 Apr 2019 23:50:00 Pacific Daylight Time
dhanwar	18	IN	1556695762	14	24.42	85.98	42.43	3.01	01 May 2019 00:29:22 Pacific Daylight Time
kindu	100	CD	1556695763	98	-2.95	25.92	20.93	0.87	01 May 2019 00:29:23 Pacific Daylight Time
fortuna	20	ES	1556695700	82	38.18	-1.13	17.22	0.5	01 May 2019 00:28:20 Pacific Daylight Time
lincoln	90	US	1556695565	93	40.8	-96.67	8.89	5.1	01 May 2019 00:26:05 Pacific Daylight Time
oktyabrskoye	40	RU	1556694945	79	56.73	85.44	2.22	7	01 May 2019 00:15:45 Pacific Daylight Time
leningradskiy	59	RU	1556695764	98	69.38	178.42	1.33	6.22	01 May 2019 00:29:24 Pacific Daylight Time
salinas	90	US	1556695733	66	36.67	-121.66	12	1.5	01 May 2019 00:28:53 Pacific Daylight Time
tabou	34	CI	1556695765	95	4.42	-7.36	24.53	0.95	01 May 2019 00:29:25 Pacific Daylight Time
hanko	0	FI	1556695611	39	59.83	22.95	11.11	1.79	01 May 2019 00:26:51 Pacific Daylight Time
north bend	1	US	1556695685	87	43.41	-124.22	8	1.5	01 May 2019 00:28:05 Pacific Daylight Time
manokwari	100	ID	1556695766	85	-0.87	134.08	24.63	1.38	01 May 2019 00:29:26 Pacific Daylight Time
tigil	1	RU	1556695766	48	57.8	158.67	3.53	3.88	01 May 2019 00:29:26 Pacific Daylight Time
winnemucca	1	US	1556694930	86	40.97	-117.74	0	0.94	01 May 2019 00:15:30 Pacific Daylight Time
new ulm	90	US	1556695689	100	44.31	-94.46	4.44	5.1	01 May 2019 00:28:09 Pacific Daylight Time
havoysund	75	NO	1556693400	79	71	24.66	-2	5.7	30 Apr 2019 23:50:00 Pacific Daylight Time
shingu	75	JP	1556694000	100	33.72	135.99	16	3.1	01 May 2019 00:00:00 Pacific Daylight Time
araouane	0	ML	1556695768	13	18.9	-3.53	29.83	3.63	01 May 2019 00:29:28 Pacific Daylight Time
queanbeyan	91	AU	1556695651	59	-35.35	149.23	19.44	1.5	01 May 2019 00:27:31 Pacific Daylight Time
souillac	0	FR	1556695630	81	45.6	-0.6	12.78	1.5	01 May 2019 00:27:10 Pacific Daylight Time
hasaki	75	JP	1556695431	82	35.73	140.83	21.11	3.6	01 May 2019 00:23:51 Pacific Daylight Time
stabat	40	ID	1556695348	70	3.76	98.46	32.22	5.1	01 May 2019 00:22:28 Pacific Daylight Time
banka	15	IN	1556695769	16	24.88	86.92	41.63	3.12	01 May 2019 00:29:29 Pacific Daylight Time
kununurra	69	AU	1556694000	29	-15.77	128.74	37	1	01 May 2019 00:00:00 Pacific Daylight Time
lasa	0	CY	1556694982	68	34.92	32.53	22	2.6	01 May 2019 00:16:22 Pacific Daylight Time
sangin	0	AF	1556695770	13	32.07	64.85	25.53	0.89	01 May 2019 00:29:30 Pacific Daylight Time
yarada	75	IN	1556694000	75	17.65	83.27	32	5.1	01 May 2019 00:00:00 Pacific Daylight Time
luanda	75	AO	1556694000	83	-8.83	13.24	26	2.1	01 May 2019 00:00:00 Pacific Daylight Time
isfana	20	KG	1556694000	33	39.84	69.53	22	8	01 May 2019 00:00:00 Pacific Daylight Time
tooele	1	US	1556695727	74	40.53	-112.3	4	3.6	01 May 2019 00:28:47 Pacific Daylight Time
kotido	60	UG	1556695771	60	3.01	34.12	24.73	3.09	01 May 2019 00:29:31 Pacific Daylight Time
baft	0	IR	1556695772	26	29.23	56.61	11.53	2.36	01 May 2019 00:29:32 Pacific Daylight Time
udgir	62	IN	1556695772	9	18.39	77.12	39.43	5.77	01 May 2019 00:29:32 Pacific Daylight Time
colares	20	PT	1556695738	87	38.8	-9.45	15	11.3	01 May 2019 00:28:58 Pacific Daylight Time
tutoia	100	BR	1556695773	97	-2.76	-42.27	23.53	1.21	01 May 2019 00:29:33 Pacific Daylight Time
bathsheba	20	BB	1556694000	74	13.22	-59.52	27	10.3	01 May 2019 00:00:00 Pacific Daylight Time
whitehorse	20	CA	1556695365	22	60.72	-135.06	8	2.1	01 May 2019 00:22:45 Pacific Daylight Time
lyuban	50	BY	1556695774	54	52.8	28	10.33	4.87	01 May 2019 00:29:34 Pacific Daylight Time
nuuk	0	GL	1556693400	86	64.17	-51.74	1	5.1	30 Apr 2019 23:50:00 Pacific Daylight Time
beringovskiy	41	RU	1556695774	92	63.05	179.32	0.63	1.98	01 May 2019 00:29:34 Pacific Daylight Time
chumikan	100	RU	1556695774	79	54.72	135.31	1.43	4.19	01 May 2019 00:29:34 Pacific Daylight Time
australind	37	AU	1556695775	30	-33.28	115.72	17.22	4.7	01 May 2019 00:29:35 Pacific Daylight Time
frunzivka	27	UA	1556695775	67	47.33	29.75	13.03	7.62	01 May 2019 00:29:35 Pacific Daylight Time
mazatlan	40	MX	1556694977	88	23.22	-106.42	23.89	2.09	01 May 2019 00:16:17 Pacific Daylight Time
vila franca do campo	20	PT	1556695759	71	37.72	-25.43	13	4.6	01 May 2019 00:29:19 Pacific Daylight Time
kapuskasing	75	CA	1556694000	53	49.42	-82.43	-3	3.1	01 May 2019 00:00:00 Pacific Daylight Time
rumoi	75	JP	1556694000	87	43.93	141.67	14	3.1	01 May 2019 00:00:00 Pacific Daylight Time
pisco	0	PE	1556694943	88	-13.71	-76.2	19	3.1	01 May 2019 00:15:43 Pacific Daylight Time
vanimo	100	PG	1556695777	76	-2.67	141.3	28.13	3.15	01 May 2019 00:29:37 Pacific Daylight Time
goderich	100	CA	1556695718	84	43.74	-81.71	7.22	9.39	01 May 2019 00:28:38 Pacific Daylight Time
north myrtle beach	90	US	1556695553	100	33.83	-78.68	19.44	2.11	01 May 2019 00:25:53 Pacific Daylight Time
oil city	1	US	1556695718	87	41.43	-79.71	12.78	3.6	01 May 2019 00:28:38 Pacific Daylight Time
peniche	75	PT	1556695538	82	39.36	-9.38	15	3.6	01 May 2019 00:25:38 Pacific Daylight Time
kalabo	28	ZM	1556695779	61	-15	22.67	19.13	2.43	01 May 2019 00:29:39 Pacific Daylight Time
rio grande	91	BR	1556695779	93	-32.03	-52.1	15.03	1.94	01 May 2019 00:29:39 Pacific Daylight Time
klaksvik	19	FO	1556695200	75	62.23	-6.59	7	2.1	01 May 2019 00:20:00 Pacific Daylight Time
monywa	12	MM	1556695779	24	22.12	95.13	39.83	4.62	01 May 2019 00:29:39 Pacific Daylight Time
khartoum	0	SD	1556694000	7	15.59	32.54	37	3.6	01 May 2019 00:00:00 Pacific Daylight Time
panama city	90	US	1556695593	94	30.16	-85.65	21.11	1.5	01 May 2019 00:26:33 Pacific Daylight Time
saurimo	75	AO	1556690400	77	-9.66	20.4	21	2.18	30 Apr 2019 23:00:00 Pacific Daylight Time
iranshahr	0	IR	1556694000	16	27.21	60.69	33	2.1	01 May 2019 00:00:00 Pacific Daylight Time
pevek	97	RU	1556695781	88	69.7	170.27	3.43	3.89	01 May 2019 00:29:41 Pacific Daylight Time
aguimes	20	ES	1556695526	72	27.91	-15.45	18.33	9.8	01 May 2019 00:25:26 Pacific Daylight Time
beyneu	54	KZ	1556695782	43	45.32	55.19	15.33	7.02	01 May 2019 00:29:42 Pacific Daylight Time
flin flon	90	CA	1556695782	90	54.77	-101.88	-1.98	3.04	01 May 2019 00:29:42 Pacific Daylight Time
ouallam	77	NE	1556695782	8	14.32	2.08	30.03	1.62	01 May 2019 00:29:42 Pacific Daylight Time
samarai	100	PG	1556695783	79	-10.62	150.67	27.53	2.72	01 May 2019 00:29:43 Pacific Daylight Time
las vegas	75	US	1556695566	45	36.17	-115.15	18.33	6.7	01 May 2019 00:26:06 Pacific Daylight Time
meulaboh	100	ID	1556695783	61	4.14	96.13	30.03	2.69	01 May 2019 00:29:43 Pacific Daylight Time
kedrovyy	40	RU	1556694000	48	56.17	91.82	5	12	01 May 2019 00:00:00 Pacific Daylight Time
iwaki	75	JP	1556695782	82	37.05	140.89	20	5.1	01 May 2019 00:29:42 Pacific Daylight Time
tshikapa	71	CD	1556695784	70	-6.42	20.79	25.33	0.49	01 May 2019 00:29:44 Pacific Daylight Time
shambu	99	ET	1556695785	59	9.57	37.1	19.03	0.43	01 May 2019 00:29:45 Pacific Daylight Time
samagaltay	74	RU	1556695785	16	50.6	95	16.23	4.36	01 May 2019 00:29:45 Pacific Daylight Time
solnechnyy	94	RU	1556695785	31	50.72	136.64	17.73	2.41	01 May 2019 00:29:45 Pacific Daylight Time
monrovia	75	LR	1556694000	100	6.33	-10.8	25	1.73	01 May 2019 00:00:00 Pacific Daylight Time
leh	61	IN	1556695786	43	34.16	77.58	0.03	4.75	01 May 2019 00:29:46 Pacific Daylight Time
heusweiler	0	DE	1556695750	71	49.34	6.93	12.78	2.6	01 May 2019 00:29:10 Pacific Daylight Time
gatton	20	AU	1556695784	53	-27.56	152.28	24	5.1	01 May 2019 00:29:44 Pacific Daylight Time
khandbari	0	NP	1556695787	31	27.38	87.21	20.73	3.47	01 May 2019 00:29:47 Pacific Daylight Time
kavieng	69	PG	1556695788	64	-2.57	150.8	30.23	0.74	01 May 2019 00:29:48 Pacific Daylight Time
igarka	3	RU	1556695788	78	67.47	86.57	-8.98	2.7	01 May 2019 00:29:48 Pacific Daylight Time
nikko	100	JP	1556694909	88	36.75	139.62	17.78	0.45	01 May 2019 00:15:09 Pacific Daylight Time
necochea	19	AR	1556694735	57	-38.55	-58.74	10	2.24	01 May 2019 00:12:15 Pacific Daylight Time
tra vinh	100	VN	1556695789	42	9.93	106.35	35.93	2.15	01 May 2019 00:29:49 Pacific Daylight Time
san matias	20	HN	1556694000	68	13.97	-86.63	21	2.6	01 May 2019 00:00:00 Pacific Daylight Time
la ronge	75	CA	1556694000	62	55.1	-105.3	-6	4.6	01 May 2019 00:00:00 Pacific Daylight Time
dubrovka	0	RU	1556695537	26	59.85	30.93	14	4	01 May 2019 00:25:37 Pacific Daylight Time
matamoros	90	US	1556695546	88	25.87	-97.51	26.11	8.2	01 May 2019 00:25:46 Pacific Daylight Time
belmonte	33	PT	1556694913	91	40.36	-7.35	10.56	1.78	01 May 2019 00:15:13 Pacific Daylight Time
half moon bay	20	US	1556695790	71	37.46	-122.43	12.22	2.6	01 May 2019 00:29:50 Pacific Daylight Time
marsa matruh	0	EG	1556690400	77	31.35	27.25	20	4.6	30 Apr 2019 23:00:00 Pacific Daylight Time
okuchi	75	JP	1556695386	93	32.07	130.62	16	4.6	01 May 2019 00:23:06 Pacific Daylight Time
nisia floresta	40	BR	1556694000	94	-6.09	-35.21	25	1	01 May 2019 00:00:00 Pacific Daylight Time
quatre cocos	75	MU	1556695743	73	-20.21	57.76	26.11	7.7	01 May 2019 00:29:03 Pacific Daylight Time
puerto ayacucho	4	CO	1556695793	75	5.66	-67.63	26.43	1.71	01 May 2019 00:29:53 Pacific Daylight Time
tilichiki	98	RU	1556695793	70	60.47	166.1	3.93	5.43	01 May 2019 00:29:53 Pacific Daylight Time
stepnyak	0	KZ	1556695793	31	52.83	70.79	4.33	4.21	01 May 2019 00:29:53 Pacific Daylight Time
borova	75	UA	1556695760	100	50.18	30.1	7.22	5	01 May 2019 00:29:20 Pacific Daylight Time
monteagudo	100	BO	1556695794	98	-19.8	-63.96	16.93	0.97	01 May 2019 00:29:54 Pacific Daylight Time
namatanai	86	PG	1556695794	81	-3.66	152.44	27.73	1	01 May 2019 00:29:54 Pacific Daylight Time
keetmanshoop	0	NA	1556694000	30	-26.57	18.15	20	0.5	01 May 2019 00:00:00 Pacific Daylight Time
quang ngai	39	VN	1556695795	34	15.12	108.8	35.33	2.36	01 May 2019 00:29:55 Pacific Daylight Time
hangu	20	PK	1556694000	29	33.53	71.06	32	8.2	01 May 2019 00:00:00 Pacific Daylight Time
verkhoyansk	5	RU	1556695795	58	67.55	133.39	-2.08	3.77	01 May 2019 00:29:55 Pacific Daylight Time
barpali	21	IN	1556695797	24	21.2	83.58	39.63	4.85	01 May 2019 00:29:57 Pacific Daylight Time
banda aceh	61	ID	1556695797	66	5.56	95.32	30.13	2.41	01 May 2019 00:29:57 Pacific Daylight Time
kamenka	2	RU	1556695798	39	53.19	44.05	8.53	2.52	01 May 2019 00:29:58 Pacific Daylight Time
vadso	75	NO	1556693400	63	70.07	29.75	-1	5.1	30 Apr 2019 23:50:00 Pacific Daylight Time
ixtapa	5	MX	1556695515	100	20.71	-105.21	22.78	3.37	01 May 2019 00:25:15 Pacific Daylight Time
road town	75	VG	1556695687	69	18.42	-64.62	26	4.6	01 May 2019 00:28:07 Pacific Daylight Time
rehoboth	0	NA	1556695799	39	-23.31	17.08	17.53	1.55	01 May 2019 00:29:59 Pacific Daylight Time
bonthe	74	SL	1556695799	85	7.53	-12.5	26.73	1.69	01 May 2019 00:29:59 Pacific Daylight Time
zhigansk	100	RU	1556695800	92	66.77	123.37	-0.88	5.1	01 May 2019 00:30:00 Pacific Daylight Time
laurel	90	US	1556695600	80	45.67	-108.77	1.11	3.6	01 May 2019 00:26:40 Pacific Daylight Time
mayumba	94	GA	1556695800	85	-3.44	10.65	26.63	1.43	01 May 2019 00:30:00 Pacific Daylight Time
kanakapura	40	IN	1556695788	55	12.54	77.42	30.56	6.7	01 May 2019 00:29:48 Pacific Daylight Time
escanaba	90	US	1556695792	69	45.75	-87.06	5	5.7	01 May 2019 00:29:52 Pacific Daylight Time
nunkini	0	MX	1556695802	75	20.4	-90.15	26.45	8.35	01 May 2019 00:30:02 Pacific Daylight Time
praya	75	ID	1556695800	66	-8.71	116.27	31	3.1	01 May 2019 00:30:00 Pacific Daylight Time
aykhal	90	RU	1556694000	74	65.95	111.51	-1	2	01 May 2019 00:00:00 Pacific Daylight Time
tinaquillo	100	VE	1556695804	98	9.92	-68.31	19.45	0.93	01 May 2019 00:30:04 Pacific Daylight Time
soubre	54	CI	1556695805	81	5.79	-6.61	26.85	1.62	01 May 2019 00:30:05 Pacific Daylight Time
palauig	15	PH	1556695806	65	15.44	119.9	30.25	2.46	01 May 2019 00:30:06 Pacific Daylight Time
ust-barguzin	0	RU	1556695807	41	53.41	109.03	12.35	1.39	01 May 2019 00:30:07 Pacific Daylight Time
high level	90	CA	1556694000	41	58.52	-117.13	-4	2.1	01 May 2019 00:00:00 Pacific Daylight Time
cairns	90	AU	1556695519	78	-16.92	145.77	26.67	4.1	01 May 2019 00:25:19 Pacific Daylight Time
port blair	99	IN	1556695809	71	11.67	92.75	29.65	6.02	01 May 2019 00:30:09 Pacific Daylight Time
okhotsk	60	RU	1556695810	48	59.36	143.24	5.05	5.01	01 May 2019 00:30:10 Pacific Daylight Time
cardenas	0	MX	1556694797	76	27.62	-110.24	16.11	0.89	01 May 2019 00:13:17 Pacific Daylight Time
dolores	69	AR	1556695812	54	-36.31	-57.68	7.55	3.22	01 May 2019 00:30:12 Pacific Daylight Time
lana	0	IT	1556695812	66	46.61	11.16	11	1.5	01 May 2019 00:30:12 Pacific Daylight Time
hopeman	75	GB	1556695805	87	57.71	-3.43	11.11	0.5	01 May 2019 00:30:05 Pacific Daylight Time
ganzhou	78	CN	1556695814	59	25.86	114.93	22.65	3.88	01 May 2019 00:30:14 Pacific Daylight Time
arlit	0	NE	1556695814	5	18.74	7.39	36.35	4.89	01 May 2019 00:30:14 Pacific Daylight Time
vestmannaeyjar	90	IS	1556690400	100	63.44	-20.27	7	2.1	30 Apr 2019 23:00:00 Pacific Daylight Time
bud	75	NO	1556695200	93	62.91	6.91	9	3.6	01 May 2019 00:20:00 Pacific Daylight Time
prudentopolis	100	BR	1556695815	99	-25.21	-50.98	15.55	1.09	01 May 2019 00:30:15 Pacific Daylight Time
poyarkovo	0	RU	1556695815	18	49.62	128.65	10.95	8.19	01 May 2019 00:30:15 Pacific Daylight Time
bethanien	0	NA	1556695816	25	-26.5	17.16	24.35	4.68	01 May 2019 00:30:16 Pacific Daylight Time
sinnamary	91	GF	1556695816	84	5.38	-52.96	26.85	8.12	01 May 2019 00:30:16 Pacific Daylight Time
buckeye	1	US	1556695518	42	33.37	-112.58	23.33	3.82	01 May 2019 00:25:18 Pacific Daylight Time
karpathos	20	GR	1556693400	82	35.51	27.21	19	2.1	30 Apr 2019 23:50:00 Pacific Daylight Time
benguela	20	AO	1556694000	78	-12.58	13.4	26	1.74	01 May 2019 00:00:00 Pacific Daylight Time
alexandria	20	US	1556695805	88	31.31	-92.44	22.22	3.6	01 May 2019 00:30:05 Pacific Daylight Time
itarema	100	BR	1556695818	96	-2.92	-39.92	23.75	2.04	01 May 2019 00:30:18 Pacific Daylight Time
lagoa	0	PT	1556695311	88	37.14	-8.45	18	4.05	01 May 2019 00:21:51 Pacific Daylight Time
tocopilla	86	CL	1556695819	93	-22.09	-70.2	17.55	6.62	01 May 2019 00:30:19 Pacific Daylight Time
nokaneng	0	BW	1556695819	26	-19.66	22.19	29.15	2.23	01 May 2019 00:30:19 Pacific Daylight Time
chapais	1	CA	1556694000	66	49.78	-74.86	-9	1	01 May 2019 00:00:00 Pacific Daylight Time
westport	75	IE	1556695625	100	53.8	-9.52	9.44	2.1	01 May 2019 00:27:05 Pacific Daylight Time
kruisfontein	26	ZA	1556695820	67	-34	24.73	19.25	1.03	01 May 2019 00:30:20 Pacific Daylight Time
dajabon	0	DO	1556695808	43	19.55	-71.71	23.89	2.24	01 May 2019 00:30:08 Pacific Daylight Time
acapulco	20	MX	1556693100	88	16.86	-99.88	25	1	30 Apr 2019 23:45:00 Pacific Daylight Time
mookane	0	BW	1556695821	24	-23.68	26.66	25.35	2.2	01 May 2019 00:30:21 Pacific Daylight Time
macrohon	2	PH	1556695822	65	10.08	124.94	30.45	2.94	01 May 2019 00:30:22 Pacific Daylight Time
steinbach	90	CA	1556695757	86	49.53	-96.69	4	2.6	01 May 2019 00:29:17 Pacific Daylight Time
parry sound	100	CA	1556695818	32	45.34	-80.04	6.67	5.83	01 May 2019 00:30:18 Pacific Daylight Time
leshukonskoye	100	RU	1556695823	81	64.9	45.76	2.55	1.85	01 May 2019 00:30:23 Pacific Daylight Time
monzon	0	IT	1556695815	66	46.45	11.69	11	1.5	01 May 2019 00:30:15 Pacific Daylight Time
besleney	51	RU	1556694964	3	44.24	41.74	21.67	2.68	01 May 2019 00:16:04 Pacific Daylight Time
grindavik	35	IS	1556694000	100	63.84	-22.43	8	1.5	01 May 2019 00:00:00 Pacific Daylight Time
olutanga	31	PH	1556695824	66	7.31	122.85	29.95	0.8	01 May 2019 00:30:24 Pacific Daylight Time
garden city	90	US	1556695652	93	40.73	-73.63	12.78	1.5	01 May 2019 00:27:32 Pacific Daylight Time
meadow lake	77	CA	1556695826	34	54.13	-108.44	-6.75	1.77	01 May 2019 00:30:26 Pacific Daylight Time
riyadh	0	SA	1556694000	11	24.63	46.72	30	4.1	01 May 2019 00:00:00 Pacific Daylight Time
anaco	8	VE	1556695827	74	9.43	-64.46	24.55	5.13	01 May 2019 00:30:27 Pacific Daylight Time
ballarat	47	AU	1556695691	75	-37.56	143.86	17.22	0.89	01 May 2019 00:28:11 Pacific Daylight Time
channel-port aux basques	0	CA	1556695827	79	47.57	-59.14	-0.15	11.45	01 May 2019 00:30:27 Pacific Daylight Time
shubarshi	100	KZ	1556695828	33	48.59	57.19	11.05	4.26	01 May 2019 00:30:28 Pacific Daylight Time
sursk	0	RU	1556695828	35	53.07	45.69	10.65	3.3	01 May 2019 00:30:28 Pacific Daylight Time
juegang	0	CN	1556695758	50	32.31	121.18	23.89	4.87	01 May 2019 00:29:18 Pacific Daylight Time
morondava	0	MG	1556695829	57	-20.3	44.28	28.85	3.97	01 May 2019 00:30:29 Pacific Daylight Time
yar-sale	100	RU	1556695829	86	66.83	70.83	-0.35	8.23	01 May 2019 00:30:29 Pacific Daylight Time
padang	20	ID	1556694000	62	-0.92	100.36	32	2.1	01 May 2019 00:00:00 Pacific Daylight Time
severnoye	99	RU	1556695830	43	54.09	52.54	9.05	4.59	01 May 2019 00:30:30 Pacific Daylight Time
mogzon	0	RU	1556695830	13	51.74	111.97	19.65	3.16	01 May 2019 00:30:30 Pacific Daylight Time
yabelo	87	ET	1556695830	54	4.89	38.09	24.45	5.83	01 May 2019 00:30:30 Pacific Daylight Time
sistranda	75	NO	1556695794	87	63.73	8.83	7.22	5.7	01 May 2019 00:29:54 Pacific Daylight Time
vanino	16	RU	1556695831	42	53.93	40.55	12.25	4.53	01 May 2019 00:30:31 Pacific Daylight Time
dzhebariki-khaya	0	RU	1556695831	52	62.22	135.8	0.25	1.62	01 May 2019 00:30:31 Pacific Daylight Time
olhao	0	PT	1556695048	88	37.03	-7.84	18	1.79	01 May 2019 00:17:28 Pacific Daylight Time
guipavas	0	FR	1556695687	93	48.43	-4.4	11.11	0.5	01 May 2019 00:28:07 Pacific Daylight Time
hobyo	61	SO	1556695832	43	5.35	48.53	33.45	2.81	01 May 2019 00:30:32 Pacific Daylight Time
iquique	0	CL	1556694000	63	-20.22	-70.14	17	1.5	01 May 2019 00:00:00 Pacific Daylight Time
urcos	75	PE	1556694000	76	-13.69	-71.62	10	1	01 May 2019 00:00:00 Pacific Daylight Time
bereda	75	ES	1556695809	87	43.27	-7.54	13.89	2.1	01 May 2019 00:30:09 Pacific Daylight Time
rocha	0	UY	1556695834	85	-34.48	-54.34	6.75	0.84	01 May 2019 00:30:34 Pacific Daylight Time
